"Date","Price","Open","High","Low","Vol.","Change %"
"07/05/2022","306.57","324.34","324.61","306.30","","-5.24%"
"07/01/2022","323.54","329.01","331.26","319.05","","-2.86%"
"06/30/2022","333.05","339.47","340.23","330.99","","-1.86%"
"06/29/2022","339.38","338.44","342.75","333.05","","0.01%"
"06/28/2022","339.34","337.23","345.44","337.09","","0.37%"
"06/27/2022","338.08","340.73","341.58","336.24","","0.57%"
"06/24/2022","336.15","338.17","341.58","327.04","","-0.05%"
"06/23/2022","336.33","347.28","351.41","335.52","","-5.15%"
"06/22/2022","354.60","358.28","359.35","349.21","","-2.43%"
"06/21/2022","363.44","363.03","367.16","359.04","","0.47%"
"06/17/2022","361.73","370.40","371.07","360.03","","-2.35%"
"06/16/2022","370.44","378.88","379.46","365.05","","-1.34%"
"06/15/2022","375.47","376.99","379.24","374.70","","0.16%"
"06/14/2022","374.88","378.92","383.01","374.03","","-1.23%"
"06/13/2022","379.55","383.10","384.18","376.08","","-1.93%"
"06/10/2022","387.01","393.00","394.73","385.18","","-1.91%"
"06/09/2022","394.54","398.58","399.10","393.08","","-1.60%"
"06/08/2022","400.96","399.01","400.98","395.96","","0.40%"
"06/07/2022","399.36","396.97","399.58","393.50","","0.01%"
"06/06/2022","399.31","398.28","400.89","396.79","","-0.83%"
"06/03/2022","402.64","409.94","411.83","401.43","","-1.77%"
"06/02/2022","409.89","388.87","411.33","387.83","","5.17%"
"06/01/2022","389.72","386.08","391.61","383.51","","0.76%"
"05/31/2022","386.80","389.72","393.14","385.67","","-0.24%"
"05/27/2022","387.74","385.99","388.64","383.55","","1.12%"
"05/26/2022","383.46","381.71","384.05","378.65","","0.11%"
"05/25/2022","383.06","387.56","388.51","380.27","","-1.17%"
"05/24/2022","387.61","389.54","389.81","383.64","","-0.93%"
"05/23/2022","391.25","387.29","392.02","384.68","","1.65%"
"05/20/2022","384.91","384.01","389.54","382.79","","-0.19%"
"05/19/2022","385.63","376.40","385.85","375.81","","2.50%"
"05/18/2022","376.22","380.63","381.98","374.73","","-1.43%"
"05/17/2022","381.66","380.94","385.63","379.59","","1.13%"
"05/16/2022","377.39","374.87","377.57","372.21","","0.40%"
"05/13/2022","375.90","368.47","376.71","365.19","","1.82%"
"05/12/2022","369.19","378.69","379.05","363.48","","-2.58%"
"05/11/2022","378.96","378.11","382.56","375.63","","1.31%"
"05/10/2022","374.06","376.26","383.24","371.76","","-0.93%"
"05/09/2022","377.57","380.36","381.26","371.40","","-1.72%"
"05/06/2022","384.19","385.09","388.78","381.93","","-0.57%"
"05/05/2022","386.39","397.33","398.68","385.13","","-1.07%"
"05/04/2022","390.58","387.43","390.85","382.83","","1.28%"
"05/03/2022","385.63","390.98","392.51","383.87","","0.35%"
"05/02/2022","384.28","388.37","389.27","378.60","","-3.19%"
"04/29/2022","396.93","398.46","405.57","396.07","","-0.56%"
"04/28/2022","399.18","403.00","404.49","395.17","","-0.93%"
"04/27/2022","402.91","403.05","406.42","399.13","","0.25%"
"04/26/2022","401.92","405.34","409.17","400.48","","-0.18%"
"04/25/2022","402.64","411.60","412.05","398.91","","-2.82%"
"04/22/2022","414.35","422.18","425.11","413.90","","-2.55%"
"04/21/2022","425.20","423.49","426.37","419.12","","1.01%"
"04/20/2022","420.96","424.79","425.92","418.67","","-1.35%"
"04/19/2022","426.73","432.80","434.47","423.53","","-1.70%"
"04/18/2022","434.11","431.50","437.35","423.94","","1.70%"
"04/14/2022","426.86","426.37","428.39","422.00","","0.22%"
"04/13/2022","425.92","427.27","429.56","422.65","","0.06%"
"04/12/2022","425.66","420.73","426.93","420.10","","1.66%"
"04/11/2022","418.71","424.13","426.57","418.41","","-1.90%"
"04/08/2022","426.82","425.69","430.42","424.70","","0.56%"
"04/07/2022","424.46","426.13","427.08","422.34","","-0.81%"
"04/06/2022","427.94","428.03","432.32","424.41","","-1.19%"
"04/05/2022","433.08","434.39","438.77","430.78","","0.28%"
"04/04/2022","431.87","425.50","434.30","423.42","","1.98%"
"04/01/2022","423.47","427.80","429.07","421.84","","-1.32%"
"03/31/2022","429.11","426.58","430.74","425.05","","0.01%"
"03/30/2022","429.07","429.65","435.88","427.53","","0.41%"
"03/29/2022","427.30","427.85","429.11","424.50","","0.12%"
"03/28/2022","426.81","420.21","427.35","419.40","","0.57%"
"03/25/2022","424.37","428.39","431.01","423.65","","-0.93%"
"03/24/2022","428.34","431.73","435.03","427.85","","-0.71%"
"03/23/2022","431.41","425.18","431.82","423.87","","1.63%"
"03/22/2022","424.50","423.74","430.42","422.88","","-0.22%"
"03/21/2022","425.45","425.32","427.03","420.58","","-0.61%"
"03/18/2022","428.07","423.96","429.92","422.61","","0.80%"
"03/17/2022","424.68","416.47","425.27","416.42","","2.21%"
"03/16/2022","415.52","407.93","418.36","407.57","","1.94%"
"03/15/2022","407.61","406.49","410.32","403.78","","-0.22%"
"03/14/2022","408.52","415.34","415.70","406.12","","-2.22%"
"03/11/2022","417.78","417.78","426.54","416.78","","-0.58%"
"03/10/2022","420.21","417.41","422.47","415.16","","1.75%"
"03/09/2022","412.99","427.12","429.47","411.36","","-2.92%"
"03/08/2022","425.41","429.74","448.44","416.42","","-0.44%"
"03/07/2022","427.30","450.15","454.26","422.29","","-4.18%"
"03/04/2022","445.96","436.83","446.86","430.96","","3.26%"
"03/03/2022","431.87","424.37","432.36","423.51","","2.49%"
"03/02/2022","421.39","413.12","424.59","411.32","","1.50%"
"03/01/2022","415.16","406.39","415.25","406.08","","3.19%"
"02/28/2022","402.33","406.44","409.29","401.97","","-0.68%"
"02/25/2022","405.09","407.43","407.79","402.60","","0.54%"
"02/24/2022","402.92","405.76","414.79","402.10","","-0.61%"
"02/23/2022","405.40","408.70","411.27","403.46","","-0.64%"
"02/22/2022","408.02","406.80","410.14","404.72","","-0.19%"
"02/18/2022","408.79","410.05","413.39","408.29","","-0.04%"
"02/17/2022","408.97","410.55","410.82","403.78","","-0.29%"
"02/16/2022","410.14","409.87","414.70","408.70","","0.11%"
"02/15/2022","409.69","407.34","411.27","404.32","","0.62%"
"02/14/2022","407.16","407.98","408.16","402.10","","-0.03%"
"02/11/2022","407.30","416.30","416.41","404.53","","-3.19%"
"02/10/2022","420.73","415.74","424.52","415.22","","1.22%"
"02/09/2022","415.66","402.81","416.08","399.25","","3.13%"
"02/08/2022","403.06","403.25","403.71","397.36","","-0.04%"
"02/07/2022","403.22","403.26","404.80","400.19","","-0.56%"
"02/04/2022","405.48","406.43","406.79","398.97","","0.37%"
"02/03/2022","403.99","405.52","406.79","399.92","","-0.56%"
"02/02/2022","406.24","400.87","407.37","400.37","","1.40%"
"02/01/2022","400.64","390.61","401.55","389.66","","2.53%"
"01/31/2022","390.75","392.33","393.41","387.00","","0.34%"
"01/28/2022","389.44","401.86","402.04","389.21","","-2.57%"
"01/27/2022","399.69","401.82","405.75","398.56","","-2.03%"
"01/26/2022","407.96","402.18","409.72","401.82","","1.46%"
"01/25/2022","402.09","401.14","402.99","396.49","","0.85%"
"01/24/2022","398.70","405.52","405.97","396.44","","-2.46%"
"01/21/2022","408.77","405.84","413.74","405.21","","-1.28%"
"01/20/2022","414.06","403.85","414.15","403.85","","2.52%"
"01/19/2022","403.90","398.47","405.43","396.85","","2.00%"
"01/18/2022","395.99","401.82","401.95","395.40","","-0.86%"
"01/14/2022","399.42","408.10","410.85","398.79","","-2.76%"
"01/13/2022","410.76","411.21","413.07","408.41","","-0.67%"
"01/12/2022","413.52","403.35","415.69","402.72","","3.33%"
"01/11/2022","400.19","395.99","400.55","394.59","","1.77%"
"01/10/2022","393.23","397.34","400.15","391.34","","-1.32%"
"01/07/2022","398.47","394.32","398.52","392.51","","1.27%"
"01/06/2022","393.46","396.89","397.39","389.80","","-1.34%"
"01/05/2022","398.79","401.77","403.26","397.93","","-1.37%"
"01/04/2022","404.35","397.03","404.62","395.63","","1.21%"
"01/03/2022","399.51","402.22","404.30","391.97","","-0.94%"
"12/31/2021","403.31","397.16","404.21","396.35","","1.62%"
"12/30/2021","396.89","398.38","400.64","396.44","","-0.46%"
"12/29/2021","398.74","398.74","399.96","395.99","","-0.45%"
"12/28/2021","400.55","401.95","406.43","400.10","","-0.87%"
"12/27/2021","404.08","395.45","405.79","392.60","","1.81%"
"12/23/2021","396.89","396.40","398.29","392.65","","0.02%"
"12/22/2021","396.80","391.25","396.89","390.97","","1.05%"
"12/21/2021","392.69","389.80","393.01","388.94","","1.22%"
"12/20/2021","387.95","386.73","388.94","382.39","","-0.03%"
"12/17/2021","388.08","389.30","391.29","386.23","","-0.22%"
"12/16/2021","388.94","383.16","390.39","382.98","","2.92%"
"12/15/2021","377.92","386.00","386.28","372.27","","-1.76%"
"12/14/2021","384.69","385.01","389.03","384.20","","-0.62%"
"12/13/2021","387.09","390.57","391.52","386.50","","-0.06%"
"12/10/2021","387.31","390.25","393.78","387.27","","-1.07%"
"12/09/2021","391.52","395.99","397.34","389.21","","-1.38%"
"12/08/2021","396.98","391.70","397.12","390.66","","1.24%"
"12/07/2021","392.10","389.08","396.76","388.76","","0.05%"
"12/06/2021","391.92","388.53","392.10","384.47","","1.65%"
"12/03/2021","385.55","387.27","391.97","383.66","","-0.74%"
"12/02/2021","388.44","386.23","389.75","382.71","","1.21%"
"12/01/2021","383.79","390.57","393.14","383.56","","-0.76%"
"11/30/2021","386.73","393.28","393.28","384.15","","-1.41%"
"11/29/2021","392.24","394.23","395.85","390.12","","1.17%"
"11/26/2021","387.72","400.15","400.15","387.41","","-4.02%"
"11/24/2021","403.94","398.52","406.43","396.89","","1.05%"
"11/23/2021","399.74","398.97","402.36","395.49","","0.63%"
"11/22/2021","397.25","394.05","399.87","393.05","","0.01%"
"11/19/2021","397.21","394.18","398.16","391.56","","2.11%"
"11/18/2021","388.99","383.61","390.61","382.30","","0.77%"
"11/17/2021","386.00","394.68","394.81","386.00","","-2.01%"
"11/16/2021","393.91","401.05","401.46","391.56","","-0.99%"
"11/15/2021","397.84","399.51","402.36","396.98","","-0.94%"
"11/12/2021","401.64","396.94","402.09","394.99","","1.17%"
"11/11/2021","396.98","392.73","399.64","391.38","","1.72%"
"11/10/2021","390.25","393.44","398.10","388.69","","-1.09%"
"11/09/2021","394.55","396.38","400.95","391.33","","-0.54%"
"11/08/2021","396.70","393.67","397.87","390.53","","1.32%"
"11/05/2021","391.55","389.61","394.21","386.05","","0.52%"
"11/04/2021","389.52","396.19","396.60","385.91","","-0.01%"
"11/03/2021","389.57","393.22","401.11","388.84","","-1.03%"
"11/02/2021","393.62","397.99","398.81","390.78","","-0.63%"
"11/01/2021","396.10","395.20","396.96","390.87","","0.58%"
"10/29/2021","393.80","399.89","401.33","390.83","","-1.59%"
"10/28/2021","400.16","393.08","402.37","392.77","","1.12%"
"10/27/2021","395.74","404.04","405.57","393.62","","-2.15%"
"10/26/2021","404.44","407.60","410.26","403.67","","-0.93%"
"10/25/2021","408.23","408.63","411.83","406.02","","0.67%"
"10/22/2021","405.52","414.85","415.80","402.68","","-1.33%"
"10/21/2021","410.98","427.03","428.83","410.53","","-3.72%"
"10/20/2021","426.84","417.56","427.30","414.31","","0.67%"
"10/19/2021","424.01","429.23","434.06","421.12","","-0.48%"
"10/18/2021","426.03","427.43","432.84","422.70","","-0.08%"
"10/15/2021","426.39","417.20","430.99","415.53","","2.12%"
"10/14/2021","417.56","404.67","418.01","404.31","","2.56%"
"10/13/2021","407.15","391.64","407.91","388.17","","4.40%"
"10/12/2021","389.97","388.98","396.19","386.45","","-0.94%"
"10/11/2021","393.67","385.42","395.29","384.56","","2.13%"
"10/08/2021","385.46","384.74","387.45","380.68","","0.75%"
"10/07/2021","382.58","378.61","383.12","375.32","","2.31%"
"10/06/2021","373.92","375.50","380.05","371.04","","-1.07%"
"10/05/2021","377.98","380.37","382.40","374.33","","-1.09%"
"10/04/2021","382.13","377.85","387.81","376.90","","1.19%"
"10/01/2021","377.62","367.03","377.75","365.99","","2.43%"
"09/30/2021","368.65","378.75","379.29","365.67","","-2.62%"
"09/29/2021","378.57","382.08","383.84","377.26","","-1.12%"
"09/28/2021","382.85","385.73","387.72","381.45","","-1.00%"
"09/27/2021","386.73","388.08","388.44","383.61","","0.09%"
"09/24/2021","386.36","380.01","387.85","378.93","","1.29%"
"09/23/2021","381.45","380.59","386.27","378.21","","-0.49%"
"09/22/2021","383.34","379.60","383.61","378.52","","3.05%"
"09/21/2021","371.98","372.80","376.54","362.11","","0.28%"
"09/20/2021","370.95","379.11","379.24","369.24","","-3.10%"
"09/17/2021","382.80","386.95","392.95","382.40","","-0.83%"
"09/16/2021","386.00","395.74","395.79","385.64","","-2.84%"
"09/15/2021","397.27","388.93","398.54","386.95","","1.98%"
"09/14/2021","389.57","392.81","394.66","386.64","","-1.05%"
"09/13/2021","393.71","399.03","403.04","390.69","","-1.91%"
"09/10/2021","401.38","387.63","402.82","387.63","","3.89%"
"09/09/2021","386.36","382.40","388.84","381.72","","1.24%"
"09/08/2021","381.63","387.04","387.63","379.33","","-1.13%"
"09/07/2021","386.00","389.97","390.24","383.84","","-1.21%"
"09/03/2021","390.74","386.41","392.27","386.09","","0.70%"
"09/02/2021","388.03","386.77","388.12","383.57","","0.61%"
"09/01/2021","385.69","392.13","392.22","383.71","","-2.22%"
"08/31/2021","394.43","393.22","395.97","390.96","","-0.01%"
"08/30/2021","394.48","391.01","398.27","390.69","","1.00%"
"08/27/2021","390.56","382.89","391.10","382.04","","1.70%"
"08/26/2021","384.02","384.97","386.55","381.45","","-0.39%"
"08/25/2021","385.51","384.92","387.94","383.21","","0.36%"
"08/24/2021","384.11","381.27","387.40","377.94","","0.94%"
"08/23/2021","380.55","374.37","381.90","372.03","","2.38%"
"08/20/2021","371.71","367.25","372.21","365.00","","1.97%"
"08/19/2021","364.55","372.48","372.71","357.65","","-1.86%"
"08/18/2021","371.44","381.63","383.07","369.69","","-2.01%"
"08/17/2021","379.06","389.48","391.01","378.75","","-2.71%"
"08/16/2021","389.61","393.67","393.76","387.67","","-1.37%"
"08/13/2021","395.02","392.86","398.27","391.50","","0.74%"
"08/12/2021","392.13","393.18","396.98","390.13","","-0.23%"
"08/11/2021","393.03","391.03","393.51","388.54","","0.32%"
"08/10/2021","391.78","386.85","393.18","386.05","","1.50%"
"08/09/2021","385.98","389.28","390.66","381.89","","-1.34%"
"08/06/2021","391.22","391.22","397.75","390.55","","0.00%"
"08/05/2021","391.22","390.01","392.17","387.49","","0.36%"
"08/04/2021","389.83","394.15","395.68","388.52","","-1.22%"
"08/03/2021","394.64","397.97","399.59","390.46","","-1.06%"
"08/02/2021","398.87","403.42","407.55","398.47","","-1.10%"
"07/30/2021","403.33","404.68","409.71","400.13","","-0.91%"
"07/29/2021","407.01","403.64","409.26","402.97","","0.93%"
"07/28/2021","403.28","410.12","412.73","401.44","","-1.38%"
"07/27/2021","408.90","415.25","415.92","405.44","","-0.88%"
"07/26/2021","412.55","400.49","413.90","398.60","","4.20%"
"07/23/2021","395.90","392.44","396.80","390.05","","1.44%"
"07/22/2021","390.28","385.02","390.59","384.66","","1.53%"
"07/21/2021","384.39","382.68","385.73","380.25","","0.21%"
"07/20/2021","383.58","379.12","384.12","378.54","","1.46%"
"07/19/2021","378.04","385.69","386.14","375.03","","-2.81%"
"07/16/2021","388.97","389.65","390.86","387.35","","0.00%"
"07/15/2021","388.97","384.34","390.91","384.21","","1.30%"
"07/14/2021","383.98","384.92","387.49","383.22","","-0.92%"
"07/13/2021","387.53","390.73","390.73","383.17","","-0.21%"
"07/12/2021","388.34","388.97","390.14","385.24","","-0.68%"
"07/09/2021","391.00","383.62","393.11","382.72","","1.90%"
"07/08/2021","383.71","387.13","387.76","380.92","","-1.34%"
"07/07/2021","388.93","384.34","392.35","384.30","","1.68%"
"07/06/2021","382.50","392.89","396.08","381.10","","-0.58%"
"07/02/2021","384.75","381.28","386.00","381.06","","0.94%"
"07/01/2021","381.15","386.23","388.16","380.65","","-1.24%"
"06/30/2021","385.91","385.20","390.01","382.63","","0.57%"
"06/29/2021","383.71","384.03","384.21","378.45","","-0.33%"
"06/28/2021","384.97","384.30","387.58","382.63","","-0.26%"
"06/25/2021","385.96","387.94","389.15","383.94","","-0.36%"
"06/24/2021","387.35","385.96","388.16","382.63","","-0.44%"
"06/23/2021","389.06","380.97","389.92","380.47","","2.49%"
"06/22/2021","379.62","375.84","382.41","375.43","","0.82%"
"06/21/2021","376.51","372.33","377.05","368.55","","0.50%"
"06/18/2021","374.62","379.39","380.25","372.64","","-0.53%"
"06/17/2021","376.60","388.93","391.09","375.97","","-4.68%"
"06/16/2021","395.09","392.66","396.22","388.21","","1.15%"
"06/15/2021","390.59","399.19","400.09","389.11","","-4.26%"
"06/14/2021","407.96","409.53","409.62","405.98","","-0.25%"
"06/11/2021","408.99","403.94","413.99","403.62","","1.18%"
"06/10/2021","404.23","407.09","407.28","400.39","","-1.00%"
"06/09/2021","408.32","408.52","408.93","404.32","","-0.55%"
"06/08/2021","410.57","405.90","410.90","402.03","","0.65%"
"06/07/2021","407.91","406.88","408.23","402.69","","-0.06%"
"06/04/2021","408.14","402.33","409.00","399.89","","1.48%"
"06/03/2021","402.19","415.21","416.34","399.31","","-2.80%"
"06/02/2021","413.77","419.13","420.58","412.78","","-1.33%"
"06/01/2021","419.36","421.84","424.00","417.96","","-0.51%"
"05/28/2021","421.52","419.45","421.79","413.91","","0.31%"
"05/27/2021","420.22","406.25","420.40","405.89","","2.95%"
"05/26/2021","408.18","407.33","409.58","405.26","","0.51%"
"05/25/2021","406.11","410.57","412.83","404.76","","-0.42%"
"05/24/2021","407.82","404.63","408.73","401.29","","0.99%"
"05/21/2021","403.81","407.60","411.02","402.82","","-1.90%"
"05/20/2021","411.65","409.31","416.70","408.91","","-0.19%"
"05/19/2021","412.42","424.77","424.77","408.23","","-3.15%"
"05/18/2021","425.85","427.74","430.85","424.41","","0.30%"
"05/17/2021","424.59","420.53","425.13","418.86","","1.22%"
"05/14/2021","419.45","422.96","423.91","415.12","","-0.77%"
"05/13/2021","422.69","427.79","429.63","418.50","","-0.96%"
"05/12/2021","426.79","430.40","434.59","425.35","","-0.55%"
"05/11/2021","429.14","425.49","432.29","425.31","","0.98%"
"05/10/2021","424.99","435.99","440.36","422.56","","-0.68%"
"05/07/2021","427.92","419.58","428.06","418.19","","3.17%"
"05/06/2021","414.76","410.35","414.76","407.78","","1.74%"
"05/05/2021","407.69","410.12","411.88","405.84","","0.06%"
"05/04/2021","407.46","406.11","408.95","404.67","","-0.15%"
"05/03/2021","408.09","404.04","408.23","399.71","","1.35%"
"04/30/2021","402.64","404.40","408.23","401.16","","-0.41%"
"04/29/2021","404.31","409.04","409.99","402.73","","-0.24%"
"04/28/2021","405.30","399.26","405.35","397.96","","0.27%"
"04/27/2021","404.22","404.13","407.78","401.47","","0.92%"
"04/26/2021","400.52","392.46","400.61","391.51","","2.38%"
"04/23/2021","391.20","387.91","391.42","386.56","","1.44%"
"04/22/2021","385.66","384.84","387.28","383.90","","-0.19%"
"04/21/2021","386.38","381.24","387.50","380.61","","1.58%"
"04/20/2021","380.38","384.66","387.77","379.93","","-0.57%"
"04/19/2021","382.55","376.46","385.88","376.46","","1.73%"
"04/16/2021","376.06","380.07","382.19","375.47","","-1.23%"
"04/15/2021","380.74","371.28","380.97","370.70","","2.20%"
"04/14/2021","372.54","365.52","372.71","363.74","","2.36%"
"04/13/2021","363.94","361.57","366.35","360.94","","0.33%"
"04/12/2021","362.74","360.77","364.02","360.04","","-0.52%"
"04/09/2021","364.65","368.28","368.31","364.38","","-1.32%"
"04/08/2021","369.54","365.57","369.72","365.12","","0.99%"
"04/07/2021","365.93","369.45","369.99","364.44","","-1.51%"
"04/06/2021","371.52","369.81","371.75","367.46","","-0.51%"
"04/05/2021","373.42","366.83","375.40","364.94","","3.68%"
"04/01/2021","360.15","361.24","361.33","356.00","","-0.13%"
"03/31/2021","360.60","358.08","362.54","356.90","","0.43%"
"03/30/2021","359.07","363.40","365.52","358.30","","-1.39%"
"03/29/2021","364.12","365.66","366.42","361.78","","-0.82%"
"03/26/2021","367.15","362.14","367.60","361.19","","2.26%"
"03/25/2021","359.02","362.68","363.85","355.82","","-2.12%"
"03/24/2021","366.79","365.66","370.35","364.35","","-0.38%"
"03/23/2021","368.18","372.47","372.61","366.47","","-1.45%"
"03/22/2021","373.60","371.21","373.74","368.91","","0.64%"
"03/19/2021","371.21","368.91","371.43","362.54","","0.12%"
"03/18/2021","370.76","373.60","373.74","368.64","","-0.27%"
"03/17/2021","371.75","366.24","372.25","365.93","","1.17%"
"03/16/2021","367.46","373.55","374.23","366.29","","-1.67%"
"03/15/2021","373.69","376.31","377.07","371.03","","0.01%"
"03/12/2021","373.65","369.94","374.41","367.06","","0.02%"
"03/11/2021","373.55","365.16","373.69","365.03","","2.64%"
"03/10/2021","363.94","361.60","366.65","360.65","","0.60%"
"03/09/2021","361.78","368.32","371.89","358.80","","-2.06%"
"03/08/2021","369.40","366.65","370.62","360.78","","0.43%"
"03/05/2021","367.82","361.01","369.76","360.38","","2.44%"
"03/04/2021","359.07","372.56","374.28","354.74","","-3.95%"
"03/03/2021","373.83","377.71","379.65","372.25","","-1.89%"
"03/02/2021","381.05","366.79","381.32","364.85","","2.65%"
"03/01/2021","371.21","375.31","375.77","370.53","","0.50%"
"02/26/2021","369.36","382.26","383.39","369.13","","-4.01%"
"02/25/2021","384.79","392.37","394.45","384.11","","-0.94%"
"02/24/2021","388.45","379.96","388.81","374.50","","2.78%"
"02/23/2021","377.93","379.24","381.95","369.90","","0.93%"
"02/22/2021","374.46","375.45","380.55","368.09","","1.75%"
"02/19/2021","368.00","351.44","369.63","351.44","","4.36%"
"02/18/2021","352.62","351.35","354.87","350.41","","2.13%"
"02/17/2021","345.26","346.39","346.66","342.82","","-0.23%"
"02/16/2021","346.07","346.21","346.70","343.37","","1.21%"
"02/12/2021","341.92","340.25","343.37","336.24","","0.37%"
"02/11/2021","340.66","339.36","342.35","338.92","","0.01%"
"02/10/2021","340.64","338.90","342.62","338.79","","1.45%"
"02/09/2021","335.77","332.41","336.21","331.83","","1.45%"
"02/08/2021","330.96","328.00","331.70","327.12","","1.11%"
"02/05/2021","327.34","321.11","327.39","320.93","","2.05%"
"02/04/2021","320.75","322.29","323.37","319.35","","-0.35%"
"02/03/2021","321.88","317.41","322.51","316.28","","1.16%"
"02/02/2021","318.18","320.98","321.16","315.97","","-0.61%"
"02/01/2021","320.12","322.38","323.60","318.13","","-0.28%"
"01/29/2021","321.02","322.33","326.08","318.99","","-0.61%"
"01/28/2021","323.01","320.12","324.86","315.25","","0.58%"
"01/27/2021","321.16","326.21","326.58","317.86","","-1.71%"
"01/26/2021","326.76","326.21","328.61","323.33","","-0.28%"
"01/25/2021","327.66","328.02","328.56","324.77","","0.10%"
"01/22/2021","327.34","325.99","328.16","321.79","","-0.59%"
"01/21/2021","329.28","330.59","331.63","328.06","","0.16%"
"01/20/2021","328.74","328.38","330.64","326.58","","0.22%"
"01/19/2021","328.02","326.17","329.83","324.77","","0.87%"
"01/15/2021","325.18","331.86","332.17","323.78","","-1.71%"
"01/14/2021","330.82","326.58","331.04","325.99","","1.31%"
"01/13/2021","326.53","328.29","329.10","325.54","","0.32%"
"01/12/2021","325.49","323.46","328.83","323.10","","1.15%"
"01/11/2021","321.79","329.37","329.37","320.75","","-2.97%"
"01/08/2021","331.63","336.37","336.60","327.88","","-0.61%"
"01/07/2021","333.66","331.13","334.93","328.79","","1.25%"
"01/06/2021","329.55","328.88","334.61","327.61","","0.30%"
"01/05/2021","328.56","323.87","328.61","323.37","","2.39%"
"01/04/2021","320.89","322.38","325.54","319.94","","1.01%"
"12/31/2020","317.68","319.94","320.12","316.51","","-0.85%"
"12/30/2020","320.39","322.20","323.33","319.99","","-0.18%"
"12/29/2020","320.98","323.05","323.51","320.30","","-0.43%"
"12/28/2020","322.38","325.54","326.26","321.97","","0.24%"
"12/24/2020","321.61","320.84","322.02","318.81","","0.18%"
"12/23/2020","321.02","316.33","321.52","316.28","","1.02%"
"12/22/2020","317.77","324.14","324.14","316.51","","-1.61%"
"12/21/2020","322.96","325.54","327.34","320.17","","-1.51%"
"12/18/2020","327.93","328.52","328.97","325.18","","0.86%"
"12/17/2020","325.13","322.92","326.08","322.60","","1.19%"
"12/16/2020","321.29","320.93","323.10","319.22","","0.41%"
"12/15/2020","319.99","317.19","320.93","316.51","","0.51%"
"12/14/2020","318.36","320.39","320.62","316.69","","-0.04%"
"12/11/2020","318.50","320.48","321.20","315.74","","-1.34%"
"12/10/2020","322.83","315.34","324.32","315.16","","1.78%"
"12/09/2020","317.19","317.55","319.04","316.19","","0.41%"
"12/08/2020","315.88","315.47","316.42","313.08","","-0.50%"
"12/07/2020","317.46","316.46","317.59","314.07","","-0.23%"
"12/04/2020","318.18","316.92","319.17","316.15","","0.97%"
"12/03/2020","315.11","315.25","318.00","313.26","","0.04%"
"12/02/2020","314.97","314.34","316.92","310.51","","0.11%"
"12/01/2020","314.61","313.21","317.77","311.86","","1.37%"
"11/30/2020","310.37","314.88","316.37","310.19","","0.60%"
"11/27/2020","308.52","305.68","308.93","305.41","","2.61%"
"11/25/2020","300.67","300.94","301.43","298.05","","0.32%"
"11/24/2020","299.72","296.87","301.07","296.69","","1.28%"
"11/23/2020","295.93","298.09","298.32","293.90","","-0.97%"
"11/20/2020","298.82","291.32","299.49","291.32","","2.80%"
"11/19/2020","290.69","289.43","291.32","287.76","","0.23%"
"11/18/2020","290.01","289.83","293.53","289.61","","0.09%"
"11/17/2020","289.74","291.95","292.50","287.80","","-0.62%"
"11/16/2020","291.55","294.08","295.11","289.97","","1.40%"
"11/13/2020","287.53","283.69","288.52","283.29","","1.05%"
"11/12/2020","284.55","283.37","286.12","282.47","","0.35%"
"11/11/2020","283.56","285.61","287.21","281.23","","-0.68%"
"11/10/2020","285.50","285.06","285.58","280.25","","0.00%"
"11/09/2020","285.51","287.66","290.18","283.80","","0.07%"
"11/06/2020","285.32","281.43","287.04","280.62","","1.41%"
"11/05/2020","281.34","280.89","283.65","278.63","","0.10%"
"11/04/2020","281.07","277.13","282.20","274.06","","0.47%"
"11/03/2020","279.76","280.25","282.47","278.72","","0.50%"
"11/02/2020","278.35","275.50","280.03","274.74","","0.97%"
"10/30/2020","275.69","278.22","278.63","274.83","","-0.29%"
"10/29/2020","276.50","278.13","279.89","275.37","","-0.24%"
"10/28/2020","277.18","279.03","280.98","275.19","","-0.95%"
"10/27/2020","279.85","278.72","281.57","278.72","","0.13%"
"10/26/2020","279.49","282.65","283.15","278.40","","-1.26%"
"10/23/2020","283.06","284.87","285.95","282.70","","-0.78%"
"10/22/2020","285.27","288.03","288.89","284.32","","-1.41%"
"10/21/2020","289.35","285.59","291.02","285.50","","1.60%"
"10/20/2020","284.78","278.31","286.77","278.13","","2.01%"
"10/19/2020","279.17","278.76","281.11","276.82","","0.60%"
"10/16/2020","277.49","278.81","279.76","276.64","","-0.58%"
"10/15/2020","279.12","275.64","279.17","273.79","","1.15%"
"10/14/2020","275.96","276.05","277.59","274.96","","0.20%"
"10/13/2020","275.41","275.46","276.82","273.79","","-0.64%"
"10/12/2020","277.18","278.22","279.80","276.68","","-0.60%"
"10/09/2020","278.85","277.63","280.16","276.45","","1.33%"
"10/08/2020","275.19","273.97","275.69","272.47","","0.30%"
"10/07/2020","274.37","266.05","276.23","265.55","","2.35%"
"10/06/2020","268.09","268.58","269.22","267.00","","0.02%"
"10/05/2020","268.04","269.08","269.81","265.28","","-0.49%"
"10/02/2020","269.35","258.50","270.12","256.46","","3.91%"
"10/01/2020","259.22","275.01","275.55","259.09","","-5.51%"
"09/30/2020","274.33","271.43","275.05","269.22","","1.42%"
