"Date","Price","Open","High","Low","Vol.","Change %"
"02/09/2023","107.9031","108.2619","108.5678","107.2084","","-0.18%"
"02/08/2023","108.0934","108.3653","109.1021","107.5730","","-0.02%"
"02/07/2023","108.1139","107.2869","108.3008","106.9592","","1.35%"
"02/06/2023","106.6752","107.2141","107.4840","105.5546","","-0.37%"
"02/03/2023","107.0711","109.1550","109.3478","106.9883","","-2.14%"
"02/02/2023","109.4116","110.3681","110.5756","109.3618","","-0.11%"
"02/01/2023","109.5348","111.8196","112.0983","109.2123","","-2.03%"
"01/31/2023","111.8001","110.7049","111.9150","109.6478","","0.90%"
"01/30/2023","110.7983","111.3419","111.6874","110.7444","","-0.73%"
"01/27/2023","111.6110","112.4659","112.7832","111.2960","","-0.69%"
"01/26/2023","112.3885","111.5252","112.4759","111.2621","","0.58%"
"01/25/2023","111.7393","112.0442","112.1086","111.2812","","-0.16%"
"01/24/2023","111.9141","112.8118","113.1202","111.8364","","-0.54%"
"01/23/2023","112.5185","112.1896","112.5549","111.7010","","0.35%"
"01/20/2023","112.1277","112.0558","112.5274","111.6911","","0.25%"
"01/19/2023","111.8466","111.1341","112.3077","110.9366","","0.23%"
"01/18/2023","111.5941","112.3930","113.1712","111.4465","","-0.38%"
"01/17/2023","112.0157","111.3890","112.2012","111.2387","","0.39%"
"01/13/2023","111.5772","110.9173","111.6857","110.4265","","0.57%"
"01/12/2023","110.9404","109.7922","111.3630","109.6360","","1.16%"
"01/11/2023","109.6679","108.5169","109.8773","108.4053","","0.93%"
"01/10/2023","108.6524","108.7016","109.2073","108.2222","","-0.54%"
"01/09/2023","109.2429","109.0022","110.1180","108.7633","","1.05%"
"01/06/2023","108.1114","107.8558","108.5718","107.0287","","0.70%"
"01/05/2023","107.3618","108.8511","109.3168","107.0880","","-1.11%"
"01/04/2023","108.5645","110.4497","110.5461","108.4249","","-1.59%"
"01/03/2023","110.3157","112.5637","112.8889","110.2561","","-2.21%"
"12/30/2022","112.8052","112.5684","112.8434","112.1496","","0.37%"
"12/29/2022","112.3937","112.5295","112.7732","111.7389","","-0.24%"
"12/28/2022","112.6616","113.1429","113.2557","111.7172","","-0.61%"
"12/27/2022","113.3564","113.3916","114.0301","112.6496","","0.71%"
"12/23/2022","112.5557","111.8327","112.8666","111.5793","","1.14%"
"12/22/2022","111.2826","113.8004","113.8448","111.2433","","-1.63%"
"12/21/2022","113.1305","112.4591","113.4490","112.2013","","1.09%"
"12/20/2022","111.9071","111.9057","112.4758","111.0868","","0.24%"
"12/19/2022","111.6411","112.4114","112.5893","111.2185","","-0.95%"
"12/16/2022","112.7092","113.8452","113.8470","112.2079","","-0.95%"
"12/15/2022","113.7900","114.0769","114.6380","112.9228","","-0.66%"
"12/14/2022","114.5490","114.4566","115.1907","113.9915","","-0.36%"
"12/13/2022","114.9612","113.4295","115.6539","113.1218","","1.97%"
"12/12/2022","112.7370","112.6785","113.4331","112.1880","","0.90%"
"12/09/2022","111.7327","111.3156","112.5705","111.1405","","0.49%"
"12/08/2022","111.1893","111.2836","112.1848","110.5602","","0.42%"
"12/07/2022","110.7246","110.1884","111.1271","109.5772","","0.68%"
"12/06/2022","109.9790","111.4356","111.7248","109.6046","","-1.04%"
"12/05/2022","111.1317","114.1984","114.5204","111.1008","","-2.91%"
"12/02/2022","114.4683","115.7743","115.9310","114.3349","","-1.39%"
"12/01/2022","116.0790","116.5249","117.8104","115.9982","","0.02%"
"11/30/2022","116.0528","115.2521","116.9038","115.0112","","0.75%"
"11/29/2022","115.1879","114.8199","116.1777","114.8199","","0.69%"
"11/28/2022","114.3929","113.8648","114.8767","112.9223","","-0.46%"
"11/25/2022","114.9175","116.4339","117.0847","114.7464","","-1.37%"
"11/23/2022","116.5097","116.7305","117.8467","116.0733","","0.12%"
"11/22/2022","116.3729","115.4459","116.9590","114.7671","","0.90%"
"11/21/2022","115.3334","114.0326","115.4090","113.4672","","0.47%"
"11/18/2022","114.7940","115.3680","115.5984","113.5792","","-0.28%"
"11/17/2022","115.1212","116.4954","116.8639","114.8108","","-1.47%"
"11/16/2022","116.8407","117.5478","117.6255","115.5074","","-0.58%"
"11/15/2022","117.5266","116.8845","118.2430","115.7845","","0.77%"
"11/14/2022","116.6252","117.2927","118.4463","116.5570","","-0.22%"
"11/11/2022","116.8796","116.2185","118.4786","115.9601","","0.76%"
"11/10/2022","115.9968","114.5708","116.1061","113.7208","","1.25%"
"11/09/2022","114.5601","116.4357","116.7986","114.3636","","-1.53%"
"11/08/2022","116.3446","117.5988","117.7797","116.2055","","-1.52%"
"11/07/2022","118.1416","117.8469","119.2311","117.4226","","0.55%"
"11/04/2022","117.4946","113.7710","117.5935","113.7530","","3.43%"
"11/03/2022","113.6014","114.4751","114.5470","112.9343","","-1.29%"
"11/02/2022","115.0882","114.1092","115.1360","113.2135","","1.38%"
"11/01/2022","113.5167","113.3144","114.4884","112.9258","","0.14%"
"10/31/2022","113.3532","112.8945","113.5810","112.3077","","1.43%"
"10/28/2022","111.7561","113.0343","113.0603","110.9837","","-1.32%"
"10/27/2022","113.2491","114.3206","114.3745","112.8565","","-0.57%"
"10/26/2022","113.8936","112.7540","114.2183","112.7084","","0.94%"
"10/25/2022","112.8293","111.7157","112.8619","110.6628","","1.08%"
"10/24/2022","111.6278","111.5932","112.2924","110.3313","","0.32%"
"10/21/2022","111.2710","111.2101","111.4831","109.8149","","-0.16%"
"10/20/2022","111.4490","111.1773","112.3042","111.1489","","0.22%"
"10/19/2022","111.2009","112.2568","112.3009","110.7051","","-0.54%"
"10/18/2022","111.8046","112.8573","113.2506","111.2506","","-1.16%"
"10/17/2022","113.1218","113.8085","114.0702","112.8777","","-0.48%"
