"Date","Price","Open","High","Low","Vol.","Change %"
"10/27/2023","5.2838","5.3114","5.3481","5.2425","","-0.69%"
"10/26/2023","5.3205","5.1828","5.3274","5.1713","","1.94%"
"10/25/2023","5.2195","5.3274","5.3825","5.2104","","-2.07%"
"10/24/2023","5.3297","5.3664","5.3710","5.2609","","-1.15%"
"10/23/2023","5.3917","5.3848","5.4651","5.3435","","0.21%"
"10/20/2023","5.3802","5.5019","5.5455","5.3641","","-1.35%"
"10/19/2023","5.4537","5.3596","5.4583","5.2930","","2.37%"
"10/18/2023","5.3274","5.2884","5.3550","5.2654","","1.71%"
"10/17/2023","5.2379","5.2976","5.3458","5.2195","","-1.17%"
"10/16/2023","5.2999","5.3618","5.4032","5.2815","","-0.43%"
"10/13/2023","5.3228","5.2448","5.3779","5.2356","","1.44%"
"10/12/2023","5.2471","5.1025","5.2723","5.0267","","2.79%"
"10/11/2023","5.1048","5.1392","5.1438","5.0612","","-0.45%"
"10/10/2023","5.1277","5.2035","5.2127","5.1002","","-2.49%"
"10/09/2023","5.2586","5.2930","5.3389","5.2356","","0.79%"
"10/06/2023","5.2172","5.2838","5.3251","5.2012","","-1.73%"
"10/05/2023","5.3091","5.1782","5.3274","5.1323","","3.26%"
"10/04/2023","5.1415","5.1943","5.2287","5.0680","","-1.49%"
"10/03/2023","5.2195","5.1690","5.2723","5.1667","","0.66%"
"10/02/2023","5.1851","5.0084","5.2035","5.0015","","4.29%"
"09/29/2023","4.9716","5.3274","5.3756","4.9579","","-6.44%"
"09/28/2023","5.3136","5.3343","5.3550","5.2861","","-0.13%"
"09/27/2023","5.3205","5.4353","5.4583","5.3114","","-1.61%"
"09/26/2023","5.4078","5.4330","5.4789","5.3596","","0.00%"
"09/25/2023","5.4078","5.3045","5.4101","5.2677","","1.64%"
"09/22/2023","5.3205","5.2723","5.3458","5.2632","","0.65%"
"09/21/2023","5.2861","5.3825","5.4101","5.2838","","-2.21%"
"09/20/2023","5.4055","5.4032","5.4720","5.3412","","0.82%"
"09/19/2023","5.3618","5.3664","5.4399","5.3343","","-1.23%"
"09/18/2023","5.4284","5.5294","5.5478","5.4123","","-2.15%"
"09/15/2023","5.5478","5.4514","5.5730","5.4514","","1.77%"
"09/14/2023","5.4514","5.4743","5.4858","5.3573","","-0.59%"
"09/13/2023","5.4835","5.4055","5.5110","5.3687","","1.66%"
"09/12/2023","5.3940","5.3802","5.4261","5.2448","","0.51%"
"09/11/2023","5.3664","5.4628","5.4674","5.3274","","-1.89%"
"09/08/2023","5.4697","5.5110","5.5340","5.4261","","-0.67%"
"09/07/2023","5.5065","5.5822","5.6350","5.5065","","-1.52%"
"09/06/2023","5.5914","5.5133","5.6488","5.4996","","1.63%"
"09/05/2023","5.5019","5.5065","5.5592","5.4445","","0.63%"
"09/01/2023","5.4674","5.5684","5.6258","5.4674","","-1.08%"
"08/31/2023","5.5271","5.5501","5.6511","5.4537","","-0.82%"
"08/30/2023","5.5730","5.5110","5.6052","5.5065","","1.08%"
"08/29/2023","5.5133","5.6511","5.6763","5.5065","","-2.67%"
"08/28/2023","5.6648","5.7291","5.7360","5.6281","","-0.76%"
"08/25/2023","5.7084","5.8232","5.8530","5.6534","","-1.58%"
"08/24/2023","5.8003","5.8714","5.8990","5.7543","","-1.25%"
"08/23/2023","5.8737","5.7819","5.9081","5.7337","","1.95%"
"08/22/2023","5.7612","5.7727","5.8462","5.7039","","0.32%"
"08/21/2023","5.7429","5.8852","5.9081","5.7222","","-2.11%"
"08/18/2023","5.8668","5.7383","5.8852","5.6947","","3.86%"
"08/17/2023","5.6488","5.7130","5.7314","5.6235","","-1.24%"
"08/16/2023","5.7199","5.7268","5.8117","5.6993","","-0.12%"
"08/15/2023","5.7268","5.8691","5.8852","5.7130","","-2.77%"
"08/14/2023","5.8898","6.0298","6.0481","5.8003","","-1.87%"
"08/11/2023","6.0022","6.0851","6.1013","5.9814","","-1.55%"
"08/10/2023","6.0967","6.1200","6.1517","6.0696","","0.35%"
"08/09/2023","6.0752","6.2587","6.2596","6.0658","","-3.10%"
"08/08/2023","6.2695","6.2240","6.3254","6.1439","","-0.14%"
"08/07/2023","6.2780","6.1945","6.3377","6.0727","","3.87%"
"08/04/2023","6.0441","6.0417","6.2374","6.0083","","0.96%"
"08/03/2023","5.9868","6.1181","6.1897","5.9820","","-2.03%"
"08/02/2023","6.1109","6.4618","6.5287","6.0727","","-1.88%"
"08/01/2023","6.2279","6.4165","6.4165","6.1444","","-2.03%"
